name,URI,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_info,artist_name,artist_pop,album,track_pop,playlistname,mood,language,category,dc0,dc1,dc2,dc3
Nee Nenacha,spotify:track:2gp0OtnltLdrcNhKHVL2qM,0.329,0.408,0,-10.672,0.0629,0.575,0.0,0.115,0.408,182.961,268684,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7zFBW2JxM4bgTTKxCRcS8Q'}, 'followers': {'href': None, 'total': 5189913}, 'genres': ['desi hip hop', 'tamil hip hop', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/7zFBW2JxM4bgTTKxCRcS8Q', 'id': '7zFBW2JxM4bgTTKxCRcS8Q', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdc3086ebb77dadb1a6b57644', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dc3086ebb77dadb1a6b57644', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dc3086ebb77dadb1a6b57644', 'width': 160}], 'name': 'Hiphop Tamizha', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:7zFBW2JxM4bgTTKxCRcS8Q'}",Hiphop Tamizha,64,Mr. Local (Original Motion Picture Soundtrack),55,Sad Melodies Tamil,Sad,ta,3,47.90589601175744,96.24298743219236,73.27507121548783,11.978058216354906
Grief Of Dilli,spotify:track:7x5Qe9fizuJ9L72nTuObM8,0.0822,0.155,2,-18.793,0.036,0.341,0.823,0.0801,0.0359,75.283,224000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5VAyiDhBinVfc6RM5RKnLa'}, 'followers': {'href': None, 'total': 360150}, 'genres': ['tamil pop'], 'href': 'https://api.spotify.com/v1/artists/5VAyiDhBinVfc6RM5RKnLa', 'id': '5VAyiDhBinVfc6RM5RKnLa', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8e29fae3a82a0b2c1a8a6976', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748e29fae3a82a0b2c1a8a6976', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788e29fae3a82a0b2c1a8a6976', 'width': 160}], 'name': 'Sam C.S.', 'popularity': 56, 'type': 'artist', 'uri': 'spotify:artist:5VAyiDhBinVfc6RM5RKnLa'}",Sam C.S.,56,Kaithi (Original Sound Track),0,Sad Melodies Tamil,Sad,ta,1,61.063875893446756,16.239615324400532,36.58408757482676,96.9553382835179
Ava Enna,spotify:track:1wIfq9Zul77qAtokyLTlXr,0.594,0.454,5,-9.422,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,318493,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'followers': {'href': None, 'total': 3688857}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02812bfb4e32feb448e527e8b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851812bfb4e32feb448e527e8b1', 'width': 64}], 'name': 'Harris Jayaraj', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}",Harris Jayaraj,67,Vaaranam Aayiram (Original Motion Picture Soundtrack),63,Sad Melodies Tamil,Sad,ta,0,2.7526146023068256,47.09486660684427,24.183748588309093,37.77239899230351
Pullinangal,spotify:track:1gaNtwDz8c19WibiBDYIyP,0.37,0.279,0,-12.509,0.0433,0.857,0.00194,0.164,0.135,74.266,293739,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/005ppBcDhgC9mj7CgRmv1D'}, 'followers': {'href': None, 'total': 1216}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/005ppBcDhgC9mj7CgRmv1D', 'id': '005ppBcDhgC9mj7CgRmv1D', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732dded61c0291ac0ca9e43c2b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022dded61c0291ac0ca9e43c2b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512dded61c0291ac0ca9e43c2b', 'width': 64}], 'name': 'Bamba Bakya', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:005ppBcDhgC9mj7CgRmv1D'}",Bamba Bakya,42,2.0 [Tamil] (Original Motion Picture Soundtrack),37,Sad Melodies Tamil,Sad,ta,1,61.177995313189484,13.538259857325754,36.007304290359905,97.41212747702457
Nee Yaaro,spotify:track:0cVVuXVtEj2TYBccsnc4yK,0.414,0.523,6,-6.915,0.0332,0.667,9e-06,0.128,0.505,127.427,233224,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2wPsNCwhEGb0KvChZ5DD52'}, 'followers': {'href': None, 'total': 2644318}, 'genres': ['filmi', 'mollywood'], 'href': 'https://api.spotify.com/v1/artists/2wPsNCwhEGb0KvChZ5DD52', 'id': '2wPsNCwhEGb0KvChZ5DD52', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dd746a334ae236bb7a95c1d5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dd746a334ae236bb7a95c1d5', 'width': 160}], 'name': 'K. J. Yesudas', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:2wPsNCwhEGb0KvChZ5DD52'}",K. J. Yesudas,62,Kaththi (Original Motion Picture Soundtrack),42,Sad Melodies Tamil,Sad,ta,0,7.780044502557917,40.655665567483354,17.640211641955702,44.101176124030495
Venpani Malare Male (The Romance Of Power Paandi),spotify:track:5xZO9FskRd29medT2Psd1z,0.618,0.434,0,-11.006,0.0546,0.787,0.00159,0.125,0.47,89.97,233333,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3TUNkjIHkcvEy9oeK2D4hU'}, 'followers': {'href': None, 'total': 206627}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/3TUNkjIHkcvEy9oeK2D4hU', 'id': '3TUNkjIHkcvEy9oeK2D4hU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb91c929ef2e7617e49cce5b93', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517491c929ef2e7617e49cce5b93', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17891c929ef2e7617e49cce5b93', 'width': 160}], 'name': 'Sean Roldan', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:3TUNkjIHkcvEy9oeK2D4hU'}",Sean Roldan,54,Power Paandi (Original Motion Picture Soundtrack),46,Sad Melodies Tamil,Sad,ta,1,45.39983513566316,4.849413374326844,20.289120368539226,81.6499998287412
Imaye Imaye,spotify:track:6H1hnJRQOGQ9djPL3jNu9G,0.504,0.364,1,-9.277,0.03,0.893,7.88e-05,0.0904,0.365,149.819,208440,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3zmNExKQrEM4XnT3uOGOOE'}, 'followers': {'href': None, 'total': 20955}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/3zmNExKQrEM4XnT3uOGOOE', 'id': '3zmNExKQrEM4XnT3uOGOOE', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27384e60191c6706523261a8bef', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0284e60191c6706523261a8bef', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bd152955823c313656a41bae', 'width': 64}], 'name': 'G. V. Prakash Kumar', 'popularity': 41, 'type': 'artist', 'uri': 'spotify:artist:3zmNExKQrEM4XnT3uOGOOE'}",G. V. Prakash Kumar,41,Raja Rani (Original Motion Picture Soundtrack),59,Sad Melodies Tamil,Sad,ta,0,14.807254086312959,63.07482229598632,40.11219650155677,21.82185945633495
Yamma Yamma,spotify:track:1dmTEETgoWQVeNZb1g8dZc,0.581,0.431,2,-10.364,0.0353,0.699,4.65e-05,0.134,0.446,88.809,366507,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'followers': {'href': None, 'total': 3688857}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02812bfb4e32feb448e527e8b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851812bfb4e32feb448e527e8b1', 'width': 64}], 'name': 'Harris Jayaraj', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}",Harris Jayaraj,67,7 Aum Arivu (Original Motion Picture Soundtrack),58,Sad Melodies Tamil,Sad,ta,1,46.505779278986836,3.6269707615462083,21.304689474798188,82.78176671497856
Paravaiye Engu Irukkirai,spotify:track:7acN9HaStRBkP2UTOOpQ9q,0.829,0.622,3,-10.679,0.0512,0.424,0.000538,0.209,0.757,129.969,369360,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3m49WVMU4zCkaVEKb8kFW7'}, 'followers': {'href': None, 'total': 4908625}, 'genres': ['classic kollywood', 'filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/3m49WVMU4zCkaVEKb8kFW7', 'id': '3m49WVMU4zCkaVEKb8kFW7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebec891c36864eb59b28f65cf8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ec891c36864eb59b28f65cf8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ec891c36864eb59b28f65cf8', 'width': 160}], 'name': 'Ilaiyaraaja', 'popularity': 61, 'type': 'artist', 'uri': 'spotify:artist:3m49WVMU4zCkaVEKb8kFW7'}",Ilaiyaraaja,61,Tamil M.A.,52,Sad Melodies Tamil,Sad,ta,0,6.366509598955054,43.32102310124511,20.559786950629128,41.71078214093395
Vaanam,spotify:track:3Vjfh7FoOIg6lRDsFNbVv7,0.573,0.549,0,-4.448,0.0269,0.269,8.97e-05,0.383,0.311,113.99,224107,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AiX12wXdXFoGJ2vk8zBjy'}, 'followers': {'href': None, 'total': 5893260}, 'genres': ['filmi', 'kollywood', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/6AiX12wXdXFoGJ2vk8zBjy', 'id': '6AiX12wXdXFoGJ2vk8zBjy', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7249dd34afa1c09e205260f4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747249dd34afa1c09e205260f4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787249dd34afa1c09e205260f4', 'width': 160}], 'name': 'Yuvan Shankar Raja', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:6AiX12wXdXFoGJ2vk8zBjy'}",Yuvan Shankar Raja,70,Vaanam (Original Motion Picture Soundtrack),52,Sad Melodies Tamil,Sad,ta,2,21.366394041180317,27.37384424560454,4.78634929977117,57.5996260892173
Kannukkulle,spotify:track:4gvosBEwPcKZfcX3Qf9vgt,0.705,0.495,7,-12.39,0.0367,0.265,5.73e-06,0.219,0.646,87.942,283680,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1EYD74wB45dOQXt27hh144'}, 'followers': {'href': None, 'total': 580775}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/1EYD74wB45dOQXt27hh144', 'id': '1EYD74wB45dOQXt27hh144', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2735564b435402f4eaabcd0fc81', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e025564b435402f4eaabcd0fc81', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048515564b435402f4eaabcd0fc81', 'width': 64}], 'name': 'Unni Menon', 'popularity': 57, 'type': 'artist', 'uri': 'spotify:artist:1EYD74wB45dOQXt27hh144'}",Unni Menon,57,Pennin Manathai Thottu (Original Motion Picture Soundtrack),36,Sad Melodies Tamil,Sad,ta,1,47.55379499474353,5.15268119061082,22.576460209785406,83.75069705475362
Kulirudha Pulla,spotify:track:6Kj9YBTJ7n0JBBZrfoXWeG,0.412,0.277,9,-11.399,0.0326,0.908,2.94e-05,0.0957,0.152,139.262,298733,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7qjJw7ZM2ekDSahLXPjIlN'}, 'followers': {'href': None, 'total': 6475671}, 'genres': ['filmi'], 'href': 'https://api.spotify.com/v1/artists/7qjJw7ZM2ekDSahLXPjIlN', 'id': '7qjJw7ZM2ekDSahLXPjIlN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb583f76654d7e8d4b1a9cce7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b583f76654d7e8d4b1a9cce7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b583f76654d7e8d4b1a9cce7', 'width': 160}], 'name': 'Sid Sriram', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:7qjJw7ZM2ekDSahLXPjIlN'}",Sid Sriram,73,Oththa Seruppu,0,Sad Melodies Tamil,Sad,ta,0,6.010148361582766,52.64539953175763,29.849207412893435,32.554852660543226
Pogiren,spotify:track:5K7homYDgB6KWuhdtg6wP7,0.518,0.552,0,-8.647,0.0476,0.772,0.000153,0.13,0.182,119.895,226570,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6'}, 'followers': {'href': None, 'total': 953756}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/5FVBduYaeVBb6JIghza7v6', 'id': '5FVBduYaeVBb6JIghza7v6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba52538772891f66547e1ebc3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a52538772891f66547e1ebc3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a52538772891f66547e1ebc3', 'width': 160}], 'name': 'Santhosh Narayanan', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:5FVBduYaeVBb6JIghza7v6'}",Santhosh Narayanan,64,36 Vayadhinile (Original Motion Picture Soundtrack),41,Sad Melodies Tamil,Sad,ta,2,15.393876778114802,33.147699480054236,10.302124906988395,51.65655526413296
Poi Vazhva,spotify:track:3JHqj3WfflTssLpj1Ymsw2,0.694,0.425,8,-10.189,0.0349,0.63,3.05e-06,0.182,0.348,118.869,239177,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/5FVBduYaeVBb6JIghza7v6'}, 'followers': {'href': None, 'total': 953756}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/5FVBduYaeVBb6JIghza7v6', 'id': '5FVBduYaeVBb6JIghza7v6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba52538772891f66547e1ebc3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a52538772891f66547e1ebc3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a52538772891f66547e1ebc3', 'width': 160}], 'name': 'Santhosh Narayanan', 'popularity': 64, 'type': 'artist', 'uri': 'spotify:artist:5FVBduYaeVBb6JIghza7v6'}",Santhosh Narayanan,64,Manithan (Original Motion Picture Soundtrack),54,Sad Melodies Tamil,Sad,ta,2,16.629766734060208,32.218450045616294,9.724909073483342,52.74812513969158
Dhimu Dhimu,spotify:track:6old0mA1IHi5lw2yLv3ri6,0.643,0.478,0,-9.376,0.0274,0.569,0.000371,0.118,0.317,93.418,329840,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/29aw5YCdIw2FEXYyAJZI8l'}, 'followers': {'href': None, 'total': 3688857}, 'genres': ['filmi', 'tamil pop'], 'href': 'https://api.spotify.com/v1/artists/29aw5YCdIw2FEXYyAJZI8l', 'id': '29aw5YCdIw2FEXYyAJZI8l', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273812bfb4e32feb448e527e8b1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02812bfb4e32feb448e527e8b1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851812bfb4e32feb448e527e8b1', 'width': 64}], 'name': 'Harris Jayaraj', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:29aw5YCdIw2FEXYyAJZI8l'}",Harris Jayaraj,67,Engeyum Kadhal (Original Motion Picture Soundtrack),56,Sad Melodies Tamil,Sad,ta,1,41.84298867956867,6.942652746526408,16.595561114828058,78.14172199719931
Madura Marikozhundhae,spotify:track:4zfZi4L6lsf152iSWZo40Q,0.238,0.372,3,-12.117,0.0316,0.545,0.068,0.084,0.0703,70.674,182368,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mYsTxnqsietFxj1OgoGbG'}, 'followers': {'href': None, 'total': 20805529}, 'genres': ['desi pop', 'filmi', 'modern bollywood'], 'href': 'https://api.spotify.com/v1/artists/1mYsTxnqsietFxj1OgoGbG', 'id': '1mYsTxnqsietFxj1OgoGbG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb19af0ea736c6228d6eb539c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b19af0ea736c6228d6eb539c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b19af0ea736c6228d6eb539c', 'width': 160}], 'name': 'A.R. Rahman', 'popularity': 75, 'type': 'artist', 'uri': 'spotify:artist:1mYsTxnqsietFxj1OgoGbG'}",A.R. Rahman,75,Chekka Chivantha Vaanam (Original Motion Picture Soundtrack),33,Sad Melodies Tamil,Sad,ta,1,64.72346362193714,16.796020427516762,39.49894669193137,100.97804462170433
Poi Vaada,spotify:track:7KQzBQAJShO2Eik8SUjOJT,0.366,0.33,0,-7.198,0.0356,0.278,5.07e-06,0.109,0.126,89.108,121413,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6QrOW5VVKkMPUWFYGTR4kB'}, 'followers': {'href': None, 'total': 320}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/6QrOW5VVKkMPUWFYGTR4kB', 'id': '6QrOW5VVKkMPUWFYGTR4kB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ea4abc534b14c7c5e963f7a4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ea4abc534b14c7c5e963f7a4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ea4abc534b14c7c5e963f7a4', 'width': 64}], 'name': 'Srimathumitha', 'popularity': 43, 'type': 'artist', 'uri': 'spotify:artist:6QrOW5VVKkMPUWFYGTR4kB'}",Srimathumitha,43,Dharmadurai (Original Motion Picture Soundtrack),36,Sad Melodies Tamil,Sad,ta,1,46.09138916662968,2.408951548495402,20.703681973272893,82.42058246721301
Po Po Po - Soundtrack Version,spotify:track:1MTqeIucWQh0Bf4hatQWxt,0.676,0.52,7,-5.539,0.0403,0.524,2.48e-05,0.0984,0.631,90.057,285133,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4W91bbPB2CTSsHwt7eqNl7'}, 'followers': {'href': None, 'total': 4365707}, 'genres': ['desi pop', 'filmi', 'modern bollywood', 'sufi'], 'href': 'https://api.spotify.com/v1/artists/4W91bbPB2CTSsHwt7eqNl7', 'id': '4W91bbPB2CTSsHwt7eqNl7', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9327a492ed915d521248aefa', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749327a492ed915d521248aefa', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789327a492ed915d521248aefa', 'width': 160}], 'name': 'Javed Ali', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:4W91bbPB2CTSsHwt7eqNl7'}",Javed Ali,67,Manam Kothi Paravai (Soundtrack Version),41,Sad Melodies Tamil,Sad,ta,1,45.16355268285146,3.7671307471903446,19.77488449454335,81.48533723861975
Ramuloo Ramulaa - Duet,spotify:track:4uXJADmybUHUgycBWFHeq6,0.663,0.913,5,-4.681,0.152,0.415,0.000496,0.158,0.805,187.552,245760,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6LWyVEIBnx7MoRBhQxu9om'}, 'followers': {'href': None, 'total': 440305}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/6LWyVEIBnx7MoRBhQxu9om', 'id': '6LWyVEIBnx7MoRBhQxu9om', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb439ae2d0bb4ac04b74af8421', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174439ae2d0bb4ac04b74af8421', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178439ae2d0bb4ac04b74af8421', 'width': 160}], 'name': 'Anurag Kulkarni', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:6LWyVEIBnx7MoRBhQxu9om'}",Anurag Kulkarni,62,Ala Vaikunthapurramuloo,61,Telugu Party Time,Party,te,3,52.41212758825054,100.8138483001065,77.78490095438148,16.215567094024035
"Naatu Naatu (From ""Rrr"")",spotify:track:4iKGu3xtvm90eBw0EIPWJP,0.405,0.988,10,-3.843,0.0992,0.355,0.113,0.0815,0.703,160.052,214400,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1H4ZvA2yyK7wCmbvEUWvPn'}, 'followers': {'href': None, 'total': 604331}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1H4ZvA2yyK7wCmbvEUWvPn', 'id': '1H4ZvA2yyK7wCmbvEUWvPn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f83c2d7e01bdf4443b881532', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f83c2d7e01bdf4443b881532', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f83c2d7e01bdf4443b881532', 'width': 64}], 'name': 'Rahul Sipligunj', 'popularity': 62, 'type': 'artist', 'uri': 'spotify:artist:1H4ZvA2yyK7wCmbvEUWvPn'}",Rahul Sipligunj,62,"Naatu Naatu (From ""Rrr"")",70,Telugu Party Time,Party,te,3,25.067410789638384,73.36363974243494,50.341929556679176,11.941977085807585
Saranga Dariya,spotify:track:74IQCxI4nws964fic1Q4pv,0.676,0.8,7,-6.409,0.0516,0.143,0.0,0.602,0.654,107.501,230049,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1pDF5UltcypyatITA3Pduo'}, 'followers': {'href': None, 'total': 368982}, 'genres': ['tollywood'], 'href': 'https://api.spotify.com/v1/artists/1pDF5UltcypyatITA3Pduo', 'id': '1pDF5UltcypyatITA3Pduo', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe86b5635656dcd90d09eda36', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e86b5635656dcd90d09eda36', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e86b5635656dcd90d09eda36', 'width': 160}], 'name': 'Mangli', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:1pDF5UltcypyatITA3Pduo'}",Mangli,55,Love Story,62,Telugu Party Time,Party,te,2,27.702546347049005,20.7521734173472,2.3271214443789647,64.03056777033697
Gandhari,spotify:track:50oVNoFryWIEFQQU9eRI10,0.713,0.776,5,-7.994,0.0775,0.29,0.0,0.202,0.787,108.063,198403,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/26FsIvdczntiZCsifDzKOK'}, 'followers': {'href': None, 'total': 2090}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/26FsIvdczntiZCsifDzKOK', 'id': '26FsIvdczntiZCsifDzKOK', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb0474ec4f9e80fd239aaec945', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051740474ec4f9e80fd239aaec945', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1780474ec4f9e80fd239aaec945', 'width': 160}], 'name': 'Pawan Ch', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:26FsIvdczntiZCsifDzKOK'}",Pawan Ch,42,Gandhari,54,Telugu Party Time,Party,te,2,27.149261048017163,21.2998517395085,2.1585767946153998,63.470428427964386
La La Bheemla DJ Version,spotify:track:04PnFadGx839AhLpL2grRR,0.653,0.866,2,-7.556,0.362,0.5,0.0504,0.119,0.505,160.081,210000,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1ZKWEgONUTL99f0niqmUA4'}, 'followers': {'href': None, 'total': 4259}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/1ZKWEgONUTL99f0niqmUA4', 'id': '1ZKWEgONUTL99f0niqmUA4', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731f8a494301b786e733aaceab', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021f8a494301b786e733aaceab', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511f8a494301b786e733aaceab', 'width': 64}], 'name': 'Arun Kaundinya', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:1ZKWEgONUTL99f0niqmUA4'}",Arun Kaundinya,55,Bheemla Nayak,47,Telugu Party Time,Party,te,3,24.894292601784397,73.30708771197517,50.294762497258745,11.459286965061354
